catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,state,district,observedInMonth
16825523,Lakshmi K,"South Kalamassery, Kalamassery, Ernakulam, Kerala",,30/09/2021,/955e22d0-6f5b-4a10-8d6e-9fb06ffd3ac3/07ca5099235b45c49565ba18881b39e3.jpg,10.0507697,76.3200956,08/09/2021,species,Spalgis epeus (Westwood (1851)),Apefly:English,KERALA,Ernakulam,September
359002,Shail Mohan,"Kalamassery, Ernakulam, Kerala, India",,08/12/2014,/042bca80-f7b8-486d-9907-c2383e1ede98/25.jpg,10.05196857,76.31577301,25/09/2014,genus,Mycalesis,,KERALA,Ernakulam,September
16949269,AGNES ALVA,"Veliyathamparambu Beach Rd, Nayarambalam, Kochi, Kerala",,03/10/2021,/bb62e2e5-baeb-49a4-8acf-420678b346fc/9a9176f9a6c9428aa0f1db131f213f0e.jpg,10.0529246,76.2041172,28/09/2021,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Ernakulam,September
15742300,Nathasha K V,"Kalamassery, Kochi, Kerala, India",,19/09/2020,/e8fc201d-7aa5-4775-9a89-53af4d36630e/24488.jpg,10.0531493,76.3528075,18/09/2020,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Ernakulam,September
16810526,FATHIMA NAZRIN P A,"386C+68P, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,29/09/2021,/f9653d2d-e587-459d-a431-2a695f5e34c6/7b0b286bb49d46d8b869f8c0e09a85f6.jpg,10.0608,76.321,27/09/2021,species,Eurema hecabe (Linnaeus 1758),Common Grass-yellow:English,KERALA,Ernakulam,September
16812876,FATHIMA NAZRIN P A,"386C+68P, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,29/09/2021,/6456e0a6-4455-4c2d-b2a6-05cb03607c1b/474dc0cf2d0d487cb529b8e5801a9253.jpg,10.0609,76.321,23/09/2021,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Ernakulam,September
16825736,TENIXA JACOB,"Cheranallur, Ernakulam, Kerala",,30/09/2021,/82686c01-924b-433a-9920-32e096b6fdf3/b12bc0184a0a4d0b9f5bbccda2755e51.jpg,10.0615189,76.2886043,28/09/2021,species,Mycalesis perseus Fabricius 1775,Common Bushbrown:English,KERALA,Ernakulam,September
16741416,Sanika Biju,"Varapuzha, Kerala",,20/09/2021,/bab665f1-babe-4958-b626-1ee80aed5a8e/e8271113d8ad4f64810e887930fef03c.jpg,10.0758392,76.2714199,17/09/2021,species,Acraea violae Fabricius 1775,Tawny Coster:English,KERALA,Ernakulam,September
16740618,Sanika Biju,"Varapuzha, Kerala",,20/09/2021,/f5df6f94-1085-40e1-a7c6-7f9a9e23cba0/09a17b21ed4748648f693083621a503b.jpg,10.07591158,76.27138317,19/09/2021,species,Euploea core Cramer 1780,Common Indian Crow:English,KERALA,Ernakulam,September
16821359,Amala Stanly ," Mannamthuruthu, Varapuzha, Kerala 683517",,30/09/2021,/6a0755aa-3a03-41ce-be99-436496ddc948/99764b250c1346d59ca9459869a36eae.jpg,10.0759258,76.2759664,27/09/2021,species,Tanaecia lepidea Butler 1868,grey count butterfly :English,KERALA,Ernakulam,September
16690080,Revathy.S,"Chungamvely, Aluva, Kerala",,09/09/2021,/9adc6f18-c34a-49fb-a7e2-825603d53c5a/1c06962ee40b4a1684c048986f6a83e7.jpg,10.0877665,76.3746076,06/09/2021,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Ernakulam,September
16811986,krishna va,"Aluva, Kerala",,29/09/2021,/064cce6f-458b-4431-a3e0-64ac34fc9c96/10d7a94378ff40c59f07c2ee118e28e1.jpg,10.1003709,76.3570382,28/09/2021,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Ernakulam,September
16701027,Baby Divya,"Aluva, Kerala",,11/09/2021,/ba10c156-9775-4bde-b7cc-3b898729e71f/ad1f2e6201a14840ab6b03e6e347c3cb.jpg,10.1003709,76.3570382,28/09/2020,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,KERALA,Ernakulam,September
16826397,Anusha pradeep ,"Vypin, Kochi, Kerala",,30/09/2021,/9c2d317e-0e47-4764-a0ea-9bf6dd955aaf/d697f4ce6cd44e4d8050571406b5f5ff.jpg,10.1024118,76.204364,03/09/2021,species,Papilio clytia Linnaeus 1758,Common Mime:English,KERALA,Ernakulam,September
16825921,Anusha pradeep ,"Vypin, Kochi, Kerala",,30/09/2021,/02b22950-1a2d-488c-8868-c3d36aaab98f/eb414fc79b0a4028ad1c8606c3cc5000.jpg,10.1024118,76.204364,09/09/2021,species,Danaus genutia Cramer 1779,Common Tiger:English,KERALA,Ernakulam,September
15941494,Rajesh,"Alagar Hills R.F, Tamil Nadu 624401, India",,01/10/2020,/41c812ef-d488-492c-95d0-5b5ec7ca6a0e/35149.JPG,10.1039484,78.2362225,19/09/2020,species,Troides minos (Cramer (1779)),Southern Birdwing:English,TAMILNADU,Dindigul,September
16840913,Nandana Mani ,"Tom's Park, Perumbavoor, Kerala 683542",,01/10/2021,/875b3f00-6d03-4f76-8e26-8e462e469ea6/1a5338fbbf9849c4b5a5d9d2090f6231.jpg,10.1138194,76.4764615,25/09/2021,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Ernakulam,September
16954395,Nandana Mani ,"Perumbavoor, Kerala",,07/10/2021,/387fa2f4-8ac8-43d5-8cfb-cab810eb3b39/dc28fb73b36e4c28923bc5c0919d19b8.jpg,10.1146301,76.4777526,18/09/2021,species,Elymnias hypermnestra Linnaeus 1763,Common Palmfly:English,KERALA,Ernakulam,September
16841141,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/0623bbfa-5db1-40b4-85f5-f51d8246bbb7/5ad7cf39c08348c7a86ea2dd167d577d.jpg,10.1146301,76.4777526,29/09/2021,species,Pachliopta aristolochiae (Fabricius 1775),Common Rose:English,KERALA,Ernakulam,September
16841108,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/3d562cf4-4f18-4137-9215-9c6e5445fd30/27a2e3b01d2b4f1596e905444d8f774a.jpg,10.1146301,76.4777526,29/09/2021,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Ernakulam,September
16841102,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/79d77c50-d12d-4473-a4a6-75af7156722d/4f49b9fc9340478991ee1474f64c5072.jpg,10.1146301,76.4777526,17/09/2021,species,Graphium agamemnon (Linnaeus 1758),Tailed Jay:English,KERALA,Ernakulam,September
16841090,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/535cc228-3231-4232-8002-3c7f36b68c42/ca7a6628c02c4df6add511d7f8416c2c.jpg,10.1146301,76.4777526,16/09/2021,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Ernakulam,September
16841068,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/b05cdf21-d28a-4ec6-89b1-1db8a7474852/d76c410bf1ac4ce09a95acf77a3e1aac.jpg,10.1146301,76.4777526,11/09/2021,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Ernakulam,September
16841028,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/6bb60494-5e35-4748-bfa6-02699df1cf93/070f220a74ec4d4b90f0514883b66a1e.jpg,10.1146301,76.4777526,17/09/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Ernakulam,September
16841012,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/5544a949-90a5-4d92-9af2-201633d7604c/96148170c42643f69a3cc1a0b40b3674.jpg,10.1146301,76.4777526,17/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Ernakulam,September
16840999,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/a1ce514e-a8a2-406f-b485-bfce43c306c1/5997ef6bf4d54ed4bd23058bd457375d.jpg,10.1146301,76.4777526,17/09/2021,species,Catopsilia pomona (Fabricius 1775),Common Emigrant:English,KERALA,Ernakulam,September
16840984,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/162b899b-dce1-4fb9-b54d-b516cbd02d87/9cd03ef64e054c8ba028f6f189955763.jpg,10.1146301,76.4777526,17/09/2021,species,Neptis hylas Linnaeus 1758,Common sailor:English,KERALA,Ernakulam,September
16840972,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/15919e21-a50a-4e54-a33b-54bc4be878db/cd384a2addf14bdfbf3aea46ef43c6e6.jpg,10.1146301,76.4777526,30/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Ernakulam,September
16840958,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/12063b8a-b95d-4eef-9da3-05dfff0ca1c8/46a87b04c6824f00b186bcf988c6ede6.jpg,10.1146301,76.4777526,18/09/2021,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Ernakulam,September
16840936,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/99f6c646-773a-4e4b-9d3d-714b7d0583de/d41da8d6aecf4de79e8941b763a411d0.jpg,10.1146301,76.4777526,17/09/2021,species,Graphium sarpedon (Linnaeus 1758),Common Bluebottle:English,KERALA,Ernakulam,September
16840923,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/04613982-9393-4307-b1b6-1e15143eda75/be3f5bfe2d96478dbea3f468fbcd3d41.jpg,10.1146301,76.4777526,17/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Ernakulam,September
16840897,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/b1a1130e-01e5-416d-8f84-6c827a08cf1a/acb513c76f0e4590b4c71f62235df7f1.jpg,10.1146301,76.4777526,17/09/2021,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Ernakulam,September
16840882,Nandana Mani ,"Perumbavoor, Kerala",,01/10/2021,/f9100b05-a892-41b7-a84b-48072744a2e4/0e65c9f2a0b74891b4a7a79b4441f6ba.jpg,10.1146301,76.4777526,27/09/2021,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Ernakulam,September
16700289,Gopakumar VR Namboothiri,"Perumbavoor, Kerala",,11/09/2021,/85ea3e2a-4a00-4125-b1c1-0823d827f822/dba0f48a4b234c0e8a28ebba74b4662e.JPG,10.1146301,76.4777526,08/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Ernakulam,September
16700271,Gopakumar VR Namboothiri,"Perumbavoor, Kerala",,11/09/2021,/35a4e79a-3b0c-43cd-b44d-a029e74863c2/0975af767c1542d8a936007e1be5ca86.JPG,10.1146301,76.4777526,09/09/2021,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Ernakulam,September
16700253,Gopakumar VR Namboothiri,"Perumbavoor, Kerala",,11/09/2021,/2f324f68-ecdf-42b1-9805-dc2537730692/757c1eaa62414da48caa1fec5717889b.JPG,10.1146301,76.4777526,09/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Ernakulam,September
16700235,Gopakumar VR Namboothiri,"Perumbavoor, Kerala",,11/09/2021,/76f56886-1327-4377-92f9-579699804d7f/35afca7ef431496f9fe13a231584bffd.JPG,10.1146301,76.4777526,09/09/2021,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,KERALA,Ernakulam,September
16700217,Gopakumar VR Namboothiri,"Perumbavoor, Kerala",,11/09/2021,/25a37aad-5c37-4db6-8b99-f7908adffbe8/b2421e56ed6b4e978d73d52488ba4f7a.JPG,10.1146301,76.4777526,09/09/2021,species,Ariadne ariadne Linnaeus 1763,Angled Castor:English,KERALA,Ernakulam,September
16833279,Aiswarya Raj,"Mannam Karingamthuruth Rd, Koonammavu, Kerala 683520",,30/09/2021,/132161b5-e610-4450-888c-55118bf5c0f8/f82e221a68734980a93e5cd0a5fb75e3.jpg,10.1176153,76.2696708,29/09/2021,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,KERALA,Ernakulam,September
16825892,Libina PB,"Aluva - Paravoor Rd, Manakkapady, Karumalloor, Kerala 683511",,30/09/2021,/b5801599-5d7a-4738-b37a-ac20d01e258b/6a6e37b7fe4d464a90c03c4f441e035c.jpg,10.1375418,76.2688659,29/09/2021,species,Junonia atlites Linnaeus 1763,Gray Pansy:English,KERALA,Ernakulam,September
16956266,Fathima shirin P. A,"Kunnukara, Kerala",,09/10/2021,/45e9e588-7ee4-418f-b745-a773aef31ada/3a5af9c707c54e50add27c6b9277c4ad.jpg,10.1567099,76.2986845,14/09/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Ernakulam,September
269326,R Prabhakar,Thazhanchira,,26/09/2012,/d3a10bfb-f92a-4eed-9643-366fae792585/DSC03694.jpg,10.17082596,76.29917145,15/09/2012,species,Elymnias hypermnestra Linnaeus 1763,Common Palmfly:English,KERALA,Ernakulam,September
15591068,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala, India",,15/09/2020,/ccfe76b0-d1d3-4a47-aaff-78f43d0cb9cc/19040.jpg,10.1728195,76.3305161,13/09/2020,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Ernakulam,September
269903,Devayani,Thazhamchira,,05/11/2012,/8a084829-8d57-4478-971e-0c783a7d54ac/IMG_3014.JPG,10.17337036,76.26383209,15/09/2012,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Ernakulam,September
269864,Devayani,Thazhamchira,,02/11/2012,/eef21ae8-06cb-430e-a78d-1b546b6412a3/IMG_2982.JPG,10.17337036,76.26383209,15/09/2012,species,Elymnias hypermnestra Linnaeus 1763,Common Palmfly:English,KERALA,Ernakulam,September
15748923,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,20/09/2020,/980091d2-b41b-4814-98af-5b6051b7cd4c/24906.jpg,10.1788241,76.3303169,19/09/2020,species,Papilio paris Linnaeus 1758,Paris Peacock:English,KERALA,Ernakulam,September
15748779,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,20/09/2020,/6af549e2-b58d-4884-9779-74e8989f2a95/24897.jpg,10.1788241,76.3303169,16/09/2020,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,KERALA,Ernakulam,September
15748738,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,20/09/2020,/e29408d6-8698-4655-9c52-31235bb8002a/24894.jpg,10.1788241,76.3303169,18/09/2020,species,Papilio clytia Linnaeus 1758,Common Mime:English,KERALA,Ernakulam,September
15616791,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,16/09/2020,/1866b080-a593-464f-8ee2-38ef17405a02/19921.jpg,10.1788241,76.3303169,15/09/2020,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Ernakulam,September
15616687,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,16/09/2020,/d4509060-f36a-4c86-8bb1-c4b3867acbe2/19913.jpg,10.1788241,76.3303169,15/09/2020,species,Pareronia hippia (Fabricius 1787),Common Wanderer:English,KERALA,Ernakulam,September
15616498,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,16/09/2020,/73b82c54-8539-4ec1-9da6-9223f69b7d1a/19896.jpg,10.1788241,76.3303169,15/09/2020,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Ernakulam,September
15592034,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/d3cf1a67-19c7-4ae6-9639-6ea560c0df55/19117.jpg,10.1788241,76.3303169,13/09/2020,species,Ypthima baldus Fabricius 1775,Common Five Ring:English,KERALA,Ernakulam,September
15591861,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/c8ce4193-b925-445e-a783-ab2072d2326f/19103.jpg,10.1788241,76.3303169,14/09/2020,species,Papilio demoleus Linnaeus 1758,Lime Swallowtail:English,KERALA,Ernakulam,September
15591778,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/ac75218b-aff0-4ba4-b578-11aea972c4fa/19092.jpg,10.1788241,76.3303169,14/09/2020,species,Junonia lemonias Linnaeus 1758,Lemon Pansy:English,KERALA,Ernakulam,September
15591750,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/200904ff-733e-4df6-bc05-0fe87145f9fe/19090.jpg,10.1788241,76.3303169,14/09/2020,species,Ypthima huebneri Kirby 1871,Common Four Ring:English,KERALA,Ernakulam,September
15591533,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/0e433e76-57f2-4458-94be-5c65c3ddd1de/19074.jpg,10.1788241,76.3303169,14/09/2020,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,KERALA,Ernakulam,September
15591511,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/6f055741-2805-484a-9958-ef19b1026a47/19071.jpg,10.1788241,76.3303169,14/09/2020,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Ernakulam,September
15591475,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/16e9549a-c417-4c88-ab6d-1c03d67a7eea/19068.jpg,10.1788241,76.3303169,14/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,KERALA,Ernakulam,September
15591445,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/4bfe7a49-4b0e-47b9-a90e-d1948107ca56/19067.jpg,10.1788241,76.3303169,14/09/2020,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Ernakulam,September
15591386,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/a9084e6c-cb2a-46d5-8884-a9f3a0073a63/19066.jpg,10.1788241,76.3303169,14/09/2020,species,Discolampa ethion (Westwood (1851)),Banded Blue Pierrot:English,KERALA,Ernakulam,September
15591374,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/6fdd7ffd-99c5-44ad-8b39-5822e1eacc00/19064.jpg,10.1788241,76.3303169,14/09/2020,species,Ariadne merione Cramer 1779,Common Castor:English,KERALA,Ernakulam,September
15591339,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/3db3c85c-795d-4a5d-b2c2-4225ee05893f/19062.jpg,10.1788241,76.3303169,14/09/2020,species,Ariadne ariadne Linnaeus 1763,Angled Castor:English,KERALA,Ernakulam,September
15591260,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/93396cbf-140c-40fa-9254-205214c3c234/19055.jpg,10.1788241,76.3303169,13/09/2020,species,Neopithecops zalmora (Butler (1870)),Quaker:English,KERALA,Ernakulam,September
15590780,Navya C.N,"Aluva - Mala Rd, Kurumaseri, Kerala 683579, India",,15/09/2020,/9508f997-4e5d-47a2-9ca6-2db5df2ff83f/19024.jpg,10.1788241,76.3303169,14/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Ernakulam,September
1731478,K R Niveditha,"Kurumassery Junction, Aluva - Mala Rd, Kurumaseri, Kerala , India",,23/09/2016,/a5466bef-ce80-4666-b140-86ef2d0b54a8/280.jpg,10.17882442,76.33031464,22/09/2016,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Ernakulam,September
16955325,Sneha Jacob,"Angamaly, Kerala",,08/10/2021,/63bbd3f6-a16c-48a7-a607-1da2ab7e1005/aec000d3f73244ef96584e3f61bc8bd7.jpg,10.1926394,76.3869289,23/09/2021,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Ernakulam,September
15820788,Megha M S,"Panacha, Puthenvelikara, Kerala 683594, India",,23/09/2020,/df12101a-0d32-4bf0-9490-b9715e86946e/27477.jpg,10.1985005,76.2602222,22/09/2020,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Ernakulam,September
15685925,Megha M S,"Panacha, Puthenvelikara, Kerala 683594, India",,17/09/2020,/5e0b1754-fedc-49ed-ae4b-d40d17e4c910/22075.jpg,10.1985005,76.2602222,16/09/2020,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,KERALA,Ernakulam,September
15554816,Megha M S,"Panacha, Puthenvelikara, Kerala 683594, India",,12/09/2020,/ba87d899-bb4b-4bfa-9359-0fbc6836a487/17591.jpg,10.1985005,76.2602222,09/09/2020,species,Pantoporia hordonia Stoll 1790,Common Lascar:English,KERALA,Ernakulam,September
15572412,Diya Ann Maria,"thuravoor, ANGAMALY,ERNAKULAM,PIN-683586, Angamaly Manjapra Rd, Thuravoor, Kerala 683572, India",,13/09/2020,/614358f2-2da0-4524-98c4-c9f9f498783e/17828.JPG,10.2047356,76.4219552,12/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Ernakulam,September
16955888,Anagha S,"Manjapra, Kerala",,08/10/2021,/4c53e607-5698-4f9f-a7de-bf2062148796/584a02fcf0524c15bc47a8e41e35b664.jpg,10.2073598,76.4534165,23/09/2021,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Ernakulam,September
15585959,Muhsina Mahamood,"Kodungallur, Kerala, India",,14/09/2020,/cd3bac6b-46bb-4b0e-a9f8-492f1f192284/18649.jpg,10.2276998,76.1971221,04/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,KERALA,Thrissur,September
15911703,Nimitha C N. ,"Rd, neithakudy,, Neythikkudi Bridge Rd, Mala, Kerala 680732, India",,29/09/2020,/df291c82-e4b2-4b2a-a556-1f26ac2f6ef6/32552.jpg,10.2444492,76.2532567,23/09/2020,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Thrissur,September
15822495,Nimitha C N. ,"Rd, neithakudy,, Neythikkudi Bridge Rd, Mala, Kerala 680732, India",,23/09/2020,/45bb47e2-1cc6-494f-b670-d6d26ef86ecb/27591.jpg,10.2444492,76.2532567,22/09/2020,genus,Ypthima,,KERALA,Thrissur,September
15818162,Nimitha C N. ,"Rd, neithakudy,, Neythikkudi Bridge Rd, Mala, Kerala 680732, India",,23/09/2020,/0096de47-8dfa-44b0-9254-899dd0eaf9db/27284.jpg,10.2444492,76.2532567,22/09/2020,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Thrissur,September
15789791,Nimitha C N. ,"Rd, neithakudy,, Neythikkudi Bridge Rd, Mala, Kerala 680732, India",,22/09/2020,/55a671a5-1e56-432e-a4eb-37e8733b44b2/26514.jpg,10.2444492,76.2532567,21/09/2020,species,Elymnias hypermnestra Linnaeus 1763,Common Palmfly:English,KERALA,Thrissur,September
15781178,Nimitha C N. ,"Rd, neithakudy,, Neythikkudi Bridge Rd, Mala, Kerala 680732, India",,21/09/2020,/74c4e2e3-448d-4632-a4c5-02ac950a33c0/25957.jpg,10.2444492,76.2532567,20/09/2020,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,KERALA,Thrissur,September
15914153,Greeshma A U,"Koratty, Kerala 680308, India",,30/09/2020,/dc42d02b-8097-404f-9e57-73a7e3d6d90c/32741.jpg,10.265225,76.3465734,28/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Thrissur,September
15821609,Sreelakshmi K M,"Konathukunnu, Kerala, India",,23/09/2020,/3d254305-b36b-4fc0-8b46-79121b3759ee/27537.jpg,10.2785018,76.2109743,22/09/2020,species,Neptis nata Moore 1857,,KERALA,Thrissur,September
15767617,Sreelakshmi K M,"Konathukunnu, Kerala, India",,20/09/2020,/75e64d40-9eee-4d1c-8a88-977b4873762d/25293.jpg,10.2785018,76.2109743,19/09/2020,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Thrissur,September
15766619,Sreelakshmi K M,"Konathukunnu, Kerala, India",,20/09/2020,/ea579e43-95c4-4334-a4f2-206724d467fb/25226.jpg,10.2785018,76.2109743,19/09/2020,species,Junonia atlites Linnaeus 1763,,KERALA,Thrissur,September
1829358,Rison Thumboor,"Athirappilly, Vettilappara, Pariyaram, Kerala 680724, India",,21/09/2019,/24016a6a-be3f-487a-9ee0-85673ade2a26/253.jpg,10.29079914,76.51558685,21/09/2019,species,Charaxes psaphon Westwood 1848,,KERALA,Thrissur,September
15644053,Muhsina Mahamood,"Mathilakam, Kerala 680685, India",,16/09/2020,/d65de068-3225-4938-b9af-25a956710871/20098.jpg,10.2922744,76.1653315,15/09/2020,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,KERALA,Thrissur,September
15643931,Muhsina Mahamood,"Mathilakam, Kerala 680685, India",,16/09/2020,/28c84587-5b17-4a3e-a21a-34a0e3051a54/20089.jpg,10.2922744,76.1653315,15/09/2020,species,Elymnias hypermnestra Linnaeus 1763,Common Palmfly:English,KERALA,Thrissur,September
15585756,Muhsina Mahamood,"Mathilakam, Kerala 680685, India",,14/09/2020,/2fe71a66-f7ab-42d7-b035-8176259e8ca9/18637.jpg,10.2922744,76.1653315,02/09/2020,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Thrissur,September
